代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),
601318.SH,中国平安,2017-04-25,34.452,34.452,34.8235,34.4044,34.7473,61281318,2230735125,0.2953,0.8571,36.4016,
601318.SH,中国平安,2017-04-26,34.7473,34.833,36.1189,34.7378,35.7284,160935910,6010681228,0.9811,2.8235,37.3483,
601318.SH,中国平安,2017-04-27,35.7284,35.7093,36.4427,35.6617,36.0236,125005458,4732657328,0.2953,0.8264,37.8596,
601318.SH,中国平安,2017-04-28,36.0236,36.0998,36.2618,35.8236,36.157,67866387,2568647819,0.1334,0.3702,37.8486,
601318.SH,中国平安,2017-05-02,36.157,36.0046,36.557,36.0046,36.1094,61932539,2359210184,-0.0476,-0.1317,38.0932,
601318.SH,中国平安,2017-05-03,36.1094,36.1475,36.4618,36.0236,36.1951,50538386,1920918772,0.0857,0.2374,38.0091,
601318.SH,中国平安,2017-05-04,36.1951,36.1475,36.2903,35.9379,36.0236,54857355,2080732893,-0.1715,-0.4737,37.9299,
601318.SH,中国平安,2017-05-05,36.0236,35.9093,36.0617,35.4331,35.4902,62397960,2337681712,-0.5334,-1.4807,37.4641,
601318.SH,中国平安,2017-05-08,35.4902,35.4902,36.3094,35.4712,35.9951,95293243,3609995304,0.5048,1.4224,37.883,
601318.SH,中国平安,2017-05-09,35.9951,35.9189,36.2713,35.9189,36.1856,59518293,2258188097,0.1905,0.5292,37.9411,
601318.SH,中国平安,2017-05-10,36.1856,36.2237,38.1477,36.2046,37.9477,158920371,6249692993,1.7621,4.8697,39.3259,
601318.SH,中国平安,2017-05-11,37.9477,37.9096,38.1858,37.681,37.881,82779446,3296766911,-0.0667,-0.1757,39.8259,
601318.SH,中国平安,2017-05-12,37.881,37.8143,39.3383,37.8143,39.005,120017119,4897614123,1.124,2.9671,40.8076,
601318.SH,中国平安,2017-05-15,39.005,39.2621,39.967,38.6906,38.9573,71622420,2960377186,-0.0476,-0.1221,41.3331,
601318.SH,中国平安,2017-05-16,38.9573,38.9573,39.3383,38.7478,39.1383,62986281,2582208680,0.181,0.4645,40.9964,
601318.SH,中国平安,2017-05-17,39.1383,39.0526,39.1383,38.2811,38.5001,77910638,3156764513,-0.6382,-1.6306,40.5178,
601318.SH,中国平安,2017-05-18,38.5001,38.1572,39.1288,38.1572,38.6906,58167880,2368295170,0.1905,0.4948,40.7148,
601318.SH,中国平安,2017-05-19,38.6906,38.6621,39.3669,38.6621,39.0621,42046764,1727706874,0.3715,0.9601,41.0901,
601318.SH,中国平安,2017-05-22,39.0621,39.0812,40.9766,39.0812,40.8052,102557092,4349844018,1.7431,4.4623,42.4139,
601318.SH,中国平安,2017-05-23,40.8052,40.9576,42.0815,40.8147,41.1195,106099037,4628619016,0.3143,0.7703,43.6255,
601318.SH,中国平安,2017-05-24,41.1195,40.9576,41.4719,39.9765,40.9862,81351957,3491155434,-0.1334,-0.3243,42.9142,
601318.SH,中国平安,2017-05-25,40.9862,40.9576,43.396,40.91,43.3293,138989996,6178137404,2.3432,5.7169,44.4502,
601318.SH,中国平安,2017-05-26,43.3293,43.2436,43.6722,42.7292,43.034,78361301,3547666748,-0.2953,-0.6815,45.2732,
601318.SH,中国平安,2017-05-31,43.034,42.8626,44.8914,42.6911,42.9293,100997789,4624877831,-0.1048,-0.2435,45.7919,
601318.SH,中国平安,2017-06-01,42.9293,43.2436,43.8151,42.7673,43.7865,77236116,3513398064,0.8573,1.9969,45.4891,
601318.SH,中国平安,2017-06-02,43.7865,43.7103,44.1675,42.5102,42.8245,82633357,3734938417,-0.962,-2.1971,45.1989,
601318.SH,中国平安,2017-06-05,42.8245,42.7864,43.0055,41.9863,42.5483,78000274,3468933930,-0.2762,-0.645,44.4734,
601318.SH,中国平安,2017-06-06,42.5483,42.4816,43.9104,42.4816,43.8437,96716968,4383686411,1.2954,3.0445,45.3249,
601318.SH,中国平安,2017-06-07,43.8437,44.0056,44.6533,43.5389,43.7961,78820064,3645872262,-0.0476,-0.1086,46.2556,
601318.SH,中国平安,2017-06-08,43.7961,43.7199,45.3867,43.6437,45.3582,83217137,3899227565,1.5621,3.5668,46.8561,
601318.SH,中国平安,2017-06-09,45.3582,45.4344,46.4535,45.2439,45.8535,92567674,4462205605,0.4953,1.092,48.2048,
601318.SH,中国平安,2017-06-12,45.8535,45.7392,47.2822,45.7392,46.6059,85959680,4199730273,0.7525,1.641,48.857,
601318.SH,中国平安,2017-06-13,46.6059,46.4345,46.8631,45.6249,46.1392,67046122,3245558601,-0.4667,-1.0014,48.4078,
601318.SH,中国平安,2017-06-14,46.1392,46.3202,46.5202,44.7676,44.9676,83401397,3974060287,-1.1716,-2.5392,47.6498,
601318.SH,中国平安,2017-06-15,44.9676,44.9486,45.2153,43.7294,43.9866,104198333,4833899744,-0.9811,-2.1817,46.3913,
601318.SH,中国平安,2017-06-16,43.9866,43.9104,44.9391,43.9104,44.4819,80723142,3777604440,0.4953,1.126,46.797,
601318.SH,中国平安,2017-06-19,44.4819,44.7295,46.3202,44.4723,46.2535,80848191,3869638235,1.7717,3.9829,47.863,
601318.SH,中国平安,2017-06-20,46.2535,46.4535,46.6059,45.4058,45.8154,61635533,2962329659,-0.4382,-0.9473,48.062,
601318.SH,中国平安,2017-06-21,45.8154,46.0059,47.206,45.301,47.0822,84975718,4147969142,1.2668,2.7651,48.8136,
601318.SH,中国平安,2017-06-22,47.0822,46.8631,48.0728,46.7202,46.806,114646405,5715913249,-0.2762,-0.5867,49.8569,
601318.SH,中国平安,2017-06-23,46.806,46.9012,47.5299,46.4726,47.3584,87371964,4310012062,0.5525,1.1803,49.3295,
601318.SH,中国平安,2017-06-26,47.3584,47.6156,48.3585,47.006,47.3584,95319255,4760578482,0,0,49.9435,
601318.SH,中国平安,2017-06-27,47.3584,47.3394,47.5775,46.6059,47.5489,78083585,3855524441,0.1905,0.4023,49.3769,
601318.SH,中国平安,2017-06-28,47.5489,47.3394,47.3775,46.244,46.3011,69132247,3393564250,-1.2478,-2.6242,49.088,
601318.SH,中国平安,2017-06-29,46.3011,46.4821,47.6727,46.0821,47.587,75322875,3715241204,1.2859,2.7772,49.3242,
601318.SH,中国平安,2017-06-30,47.587,47.4346,47.8156,46.9393,47.2536,59863098,2974857809,-0.3334,-0.7006,49.6944,
601318.SH,中国平安,2017-07-03,47.2536,47.4346,47.4346,46.244,46.6155,56319918,2755923273,-0.6382,-1.3505,48.9334,
601318.SH,中国平安,2017-07-04,46.6155,46.4821,46.5202,45.6344,45.6439,68392065,3299813382,-0.9716,-2.0842,48.2485,
601318.SH,中国平安,2017-07-05,45.6439,45.7201,48.2919,45.7201,48.0252,127253722,6293926168,2.3813,5.217,49.4597,
601318.SH,中国平安,2017-07-06,48.0252,48.0252,49.5301,47.6918,48.9491,113781480,5793924188,0.9239,1.9238,50.9215,
601318.SH,中国平安,2017-07-07,48.9491,48.7205,49.1682,48.1299,48.5871,53392598,2727331058,-0.362,-0.7394,51.0807,
601318.SH,中国平安,2017-07-10,48.5871,48.5967,49.492,48.2823,48.7014,57077601,2938274374,0.1143,0.2352,51.4786,
601318.SH,中国平安,2017-07-11,48.7014,48.9229,50.0783,48.7303,49.3273,69953963,3600296755,0.6259,1.2851,51.4667,
601318.SH,中国平安,2017-07-12,49.3273,49.4525,50.5501,48.5474,48.7303,87011734,4490986366,-0.597,-1.2102,51.6136,
601318.SH,中国平安,2017-07-13,48.7303,49.0866,49.9339,48.9421,49.7124,66534298,3418210961,0.9821,2.0154,51.3752,
601318.SH,中国平安,2017-07-14,49.7124,49.7702,50.8294,49.3947,50.8101,70779162,3681295002,1.0977,2.208,52.011,
601318.SH,中国平安,2017-07-17,50.8101,51.0412,53.0439,50.4731,51.8981,140879134,7585579250,1.088,2.1414,53.8446,
601318.SH,中国平安,2017-07-18,51.8981,51.6093,52.2448,50.5598,51.4841,87902953,4697173720,-0.414,-0.7978,53.4359,
601318.SH,中国平安,2017-07-19,51.4841,51.6863,52.4566,51.1375,51.8404,77118069,4138848109,0.3563,0.692,53.669,
601318.SH,中国平安,2017-07-20,51.8404,51.5611,52.1388,50.8582,52.004,65919874,3528872923,0.1637,0.3158,53.5328,
601318.SH,中国平安,2017-07-21,52.004,51.2241,51.3012,49.9724,50.0302,129479193,6811105692,-1.9739,-3.7956,52.6039,
601318.SH,中国平安,2017-07-24,50.0302,50.1457,51.1278,49.7606,50.656,90459593,4749136592,0.6259,1.251,52.5001,
601318.SH,中国平安,2017-07-25,50.656,50.6657,51.0797,50.242,50.3672,50683483,2670578612,-0.2889,-0.5702,52.6913,
601318.SH,中国平安,2017-07-26,50.3672,50.165,50.5501,49.3754,49.9628,65761087,3403982468,-0.4044,-0.8029,51.7629,
601318.SH,中国平安,2017-07-27,49.9628,49.9243,50.7812,49.1925,50.4153,66713294,3456657893,0.4525,0.9058,51.8136,
601318.SH,中国平安,2017-07-28,50.4153,50.2613,50.5116,49.8761,49.9628,49129473,2557067863,-0.4525,-0.8976,52.0475,
601318.SH,中国平安,2017-07-31,49.9628,49.9531,50.6849,49.5006,50.0879,61600507,3210189249,0.1252,0.2505,52.113,
601318.SH,中国平安,2017-08-01,50.0879,50.2613,52.861,50.2613,52.8128,114793661,6170850610,2.7249,5.4402,53.756,
601318.SH,中国平安,2017-08-02,52.8128,52.7743,52.784,51.8789,52.0329,72381745,3925861501,-0.7799,-1.4768,54.2383,
601318.SH,中国平安,2017-08-03,52.0329,52.0329,52.4566,50.916,50.9545,56531164,3036337544,-1.0784,-2.0725,53.7109,
601318.SH,中国平安,2017-08-04,50.9545,51.0219,51.2145,49.9243,50.0109,66608738,3494563811,-0.9436,-1.8519,52.464,
601318.SH,中国平安,2017-08-07,50.0109,49.982,50.8775,49.6161,50.3768,52385217,2738587944,0.3659,0.7316,52.2779,
601318.SH,中国平安,2017-08-08,50.3768,50.3575,50.6079,49.982,50.502,36732251,1917168051,0.1252,0.2485,52.193,
601318.SH,中国平安,2017-08-09,50.502,50.4057,50.8775,50.0687,50.1265,41073411,2149503758,-0.3755,-0.7436,52.3332,
601318.SH,中国平安,2017-08-10,50.1265,50.1361,50.502,48.634,48.8459,84642315,4333370708,-1.2806,-2.5547,51.1963,
601318.SH,中国平安,2017-08-11,48.8459,48.3355,48.8459,47.6904,47.7386,82814563,4147670928,-1.1073,-2.2669,50.0838,
601318.SH,中国平安,2017-08-14,47.7386,48.1333,49.1058,47.7963,48.6148,79149496,3992982202,0.8762,1.8354,50.4486,
601318.SH,中国平安,2017-08-15,48.6148,48.9133,49.645,48.7207,49.0095,68084953,3482968110,0.3948,0.812,51.1562,
601318.SH,中国平安,2017-08-16,49.0095,48.9614,49.3851,48.6533,49.308,34085106,1735515853,0.2985,0.609,50.9171,
601318.SH,中国平安,2017-08-17,49.308,49.5584,49.905,48.9807,49.2021,37471148,1922044261,-0.1059,-0.2148,51.294,
601318.SH,中国平安,2017-08-18,49.2021,50.4538,51.8596,49.7028,51.1952,117642875,6204026735,1.9931,4.0509,52.7361,
601318.SH,中国平安,2017-08-21,51.1952,51.4167,52.264,50.8197,51.0604,71615254,3834637735,-0.1348,-0.2633,53.545,
601318.SH,中国平安,2017-08-22,51.0604,51.4263,53.2076,51.3397,53.1498,100989678,5503927189,2.0894,4.092,54.4999,
601318.SH,中国平安,2017-08-23,53.1498,52.9669,53.7564,52.784,53.3424,56488435,3124559298,0.1926,0.3623,55.3133,
601318.SH,中国平安,2017-08-24,53.3424,53.4868,54.1897,52.9091,53.0728,56065476,3111185225,-0.2696,-0.5054,55.492,
601318.SH,中国平安,2017-08-25,53.0728,52.861,54.132,52.8032,53.7564,74310600,4147141456,0.6836,1.2881,55.8082,
601318.SH,中国平安,2017-08-28,53.7564,53.9009,55.6051,53.9009,54.1127,80329569,4571588753,0.3563,0.6627,56.9104,
601318.SH,中国平安,2017-08-29,54.1127,54.0164,55.1237,53.8046,54.9408,41677419,2365449403,0.8281,1.5302,56.7561,
601318.SH,中国平安,2017-08-30,54.9408,54.883,55.4896,54.1705,54.3149,47027718,2668794013,-0.6259,-1.1392,56.7494,
601318.SH,中国平安,2017-08-31,54.3149,54.2379,54.5556,53.4868,53.949,48095720,2694501061,-0.3659,-0.6736,56.0237,
601318.SH,中国平安,2017-09-01,53.949,53.9683,54.9215,53.535,54.0838,57108347,3213848068,0.1348,0.2499,56.2763,
601318.SH,中国平安,2017-09-04,54.0838,53.9284,53.977,53.2483,53.5786,48405138,2668523944,-0.5052,-0.9341,55.1289,
601318.SH,中国平安,2017-09-05,53.5786,53.8215,54.9873,53.5398,54.6862,56376990,3153737507,1.1075,2.0671,55.9402,
601318.SH,中国平安,2017-09-06,54.6862,54.453,54.7736,53.5203,53.8215,42406310,2354829570,-0.8646,-1.5811,55.5302,
601318.SH,中国平安,2017-09-07,53.8215,54.0158,54.2296,53.2678,53.3455,32974056,1818266123,-0.476,-0.8845,55.1423,
601318.SH,中国平安,2017-09-08,53.3455,53.3358,53.9381,53.2678,53.4523,29032223,1601029319,0.1069,0.2003,55.1466,
601318.SH,中国平安,2017-09-11,53.4523,53.6369,54.385,52.3837,52.4517,80409842,4405694623,-1.0007,-1.872,54.7905,
601318.SH,中国平安,2017-09-12,52.4517,52.9277,53.3066,52.0825,53.2483,55595400,3018230917,0.7966,1.5188,54.2892,
601318.SH,中国平安,2017-09-13,53.2483,53.2386,53.7827,52.782,53.5009,39806983,2188825236,0.2526,0.4744,54.986,
601318.SH,中国平安,2017-09-14,53.5009,53.5301,53.6758,52.3643,52.4808,51019115,2769164300,-1.0201,-1.9067,54.277,
601318.SH,中国平安,2017-09-15,52.4808,52.5488,52.6557,51.6356,51.8591,75425944,4035496824,-0.6218,-1.1847,53.5028,
601318.SH,中国平安,2017-09-18,51.8591,51.7522,52.9277,51.7522,51.7814,75400296,4045828546,-0.0777,-0.1499,53.658,
601318.SH,中国平安,2017-09-19,51.7814,52.1602,52.5003,51.5968,51.9368,62150655,3322570961,0.1554,0.3002,53.46,
601318.SH,中国平安,2017-09-20,51.9368,51.9174,52.17,51.4899,51.5676,58718913,3132558755,-0.3692,-0.7108,53.3484,
601318.SH,中国平安,2017-09-21,51.5676,51.6453,52.6946,51.4996,52.2865,72709201,3909123212,0.7189,1.3941,53.7638,
601318.SH,中国平安,2017-09-22,52.2865,52.0242,52.8014,51.9951,52.5003,54947182,2965926964,0.2137,0.4088,53.9778,
601318.SH,中国平安,2017-09-25,52.5003,52.51,53.1706,52.2865,52.6168,65794494,3572267811,0.1166,0.2221,54.2943,
601318.SH,中国平安,2017-09-26,52.6168,52.4517,52.782,52.4128,52.7043,42795845,2317837253,0.0874,0.1662,54.1603,
601318.SH,中国平安,2017-09-27,52.7043,52.5586,52.6946,51.9368,52.0728,46898447,2525092409,-0.6315,-1.1982,53.8417,
601318.SH,中国平安,2017-09-28,52.0728,52.0728,52.4323,51.8008,52.2088,39773746,2134157815,0.136,0.2612,53.6575,
601318.SH,中国平安,2017-09-29,52.2088,52.1894,52.8014,51.9076,52.6168,43417231,2345094281,0.408,0.7815,54.013,
601318.SH,中国平安,2017-10-09,52.6168,54.5016,54.8902,53.1512,53.1998,88236199,4894508072,0.5829,1.1078,55.4705,
601318.SH,中国平安,2017-10-10,53.1998,53.2969,53.9381,52.2768,53.3552,96068320,5234374162,0.1554,0.2922,54.486,
601318.SH,中国平安,2017-10-11,53.3552,53.3358,54.1324,52.9957,53.7341,66452795,3671752167,0.3789,0.7101,55.2535,
601318.SH,中国平安,2017-10-12,53.7341,53.6272,55.5605,53.5495,55.4828,89855011,5060866914,1.7487,3.2544,56.3226,
601318.SH,中国平安,2017-10-13,55.4828,55.2885,55.7937,55.1136,55.4536,50815330,2898031536,-0.0291,-0.0525,57.0307,
601318.SH,中国平安,2017-10-16,55.4536,55.8617,56.8818,55.4634,55.5411,74976923,4336232571,0.0874,0.1577,57.8342,
601318.SH,中国平安,2017-10-17,55.5411,55.7742,56.6,55.5702,56.2891,63781573,3687434212,0.7481,1.3469,57.8135,
601318.SH,中国平安,2017-10-18,56.2891,56.4057,57.3481,56.2211,57.2995,71037948,4156056201,1.0104,1.795,58.5047,
601318.SH,中国平安,2017-10-19,57.2995,57.3772,58.2419,57.1246,57.8921,74113891,4412200243,0.5926,1.0342,59.5327,
601318.SH,中国平安,2017-10-20,57.8921,57.3189,57.7561,56.9692,57.3384,45688147,2696601759,-0.5538,-0.9565,59.0219,
601318.SH,中国平安,2017-10-23,57.3384,58.0281,58.4653,57.5132,58.1739,51239175,3066104021,0.8355,1.4571,59.8391,
601318.SH,中国平安,2017-10-24,58.1739,58.067,59.3202,57.931,58.4848,70533642,4268526176,0.3109,0.5344,60.5176,
601318.SH,中国平安,2017-10-25,58.4848,58.3876,58.7179,58.0087,58.3682,38645697,2322425400,-0.1166,-0.1993,60.0953,
601318.SH,中国平安,2017-10-26,58.3682,58.2905,60.4861,58.1544,59.6408,83684094,5137430623,1.2727,2.1804,61.3908,
601318.SH,中国平安,2017-10-27,59.6408,59.7477,62.1571,59.7283,62.1085,87686093,5509478165,2.4676,4.1375,62.8318,
601318.SH,中国平安,2017-10-30,62.1085,62.1765,63.4394,61.3313,62.2348,118383153,7608700684,0.1263,0.2033,64.2718,
601318.SH,中国平安,2017-10-31,62.2348,61.6907,62.6622,61.5061,62.5262,51366189,3284189902,0.2915,0.4683,63.9368,
601318.SH,中国平安,2017-11-01,62.5262,62.6331,64.3915,61.9045,62.2931,100111909,6497719273,-0.2332,-0.3729,64.9046,
601318.SH,中国平安,2017-11-02,62.2931,62.3708,62.5554,61.205,62.3125,82494651,5249507427,0.0194,0.0312,63.6345,
601318.SH,中国平安,2017-11-03,62.3125,62.1765,62.9925,61.6713,62.6137,68143978,4374187708,0.3012,0.4833,64.1904,
601318.SH,中国平安,2017-11-06,62.6137,62.8468,62.8565,61.1273,62.1862,90857015,5784912562,-0.4275,-0.6827,63.6705,
601318.SH,中国平安,2017-11-07,62.1862,62.4679,64.6733,62.4679,63.5074,117356586,7697028238,1.3213,2.1247,65.5867,
601318.SH,中国平安,2017-11-08,63.5074,63.5366,64.4595,62.4874,62.7691,86782083,5669830793,-0.7383,-1.1626,65.3341,
601318.SH,中国平安,2017-11-09,62.7691,62.6622,64.4984,62.5651,64.4401,70866925,4620472310,1.671,2.6621,65.1993,
601318.SH,中国平安,2017-11-10,64.4401,64.1195,67.957,64.0515,67.8987,125406037,8577347652,3.4586,5.3671,68.3966,
601318.SH,中国平安,2017-11-13,67.8987,68.1027,68.5593,67.5003,68.1513,75220717,5267340967,0.2526,0.372,70.0251,
601318.SH,中国平安,2017-11-14,68.1513,68.6759,69.2588,67.7821,68.4136,80174828,5652540362,0.2623,0.3849,70.5027,
601318.SH,中国平安,2017-11-15,68.4136,67.9861,68.4233,66.6357,67.2283,100945992,6990987895,-1.1852,-1.7325,69.2547,
601318.SH,中国平安,2017-11-16,67.2283,66.8397,71.0269,66.7911,70.9298,116376446,8269151220,3.7014,5.5058,71.0552,
601318.SH,中国平安,2017-11-17,70.9298,70.6286,73.1739,69.7542,73.1254,158039374,11680087761,2.1956,3.0955,73.9062,
601318.SH,中国平安,2017-11-20,73.1254,72.6493,74.3106,71.9596,73.5528,114128113,8583176574,0.4275,0.5846,75.2065,
601318.SH,中国平安,2017-11-21,73.5528,72.9894,77.4097,72.9894,76.2051,144556937,11268384879,2.6522,3.6059,77.9512,
601318.SH,中国平安,2017-11-22,76.2051,77.2348,77.6817,74.398,75.2433,129348799,10124738589,-0.9618,-1.2621,78.2747,
601318.SH,中国平安,2017-11-23,75.2433,74.4175,76.2051,71.6001,72.2024,157621088,11946905532,-3.0408,-4.0413,75.7951,
601318.SH,中国平安,2017-11-24,72.2024,72.0373,73.31,70.6383,72.4939,131784376,9752487038,0.2915,0.4037,74.0034,
601318.SH,中国平安,2017-11-27,72.4939,72.5716,72.7659,69.5114,71.4544,163723233,11979068075,-1.0395,-1.4339,73.1666,
601318.SH,中国平安,2017-11-28,71.4544,70.6286,71.4447,69.832,70.6577,78646962,5710613283,-0.7966,-1.1149,72.6107,
601318.SH,中国平安,2017-11-29,70.6577,71.4447,72.0761,69.2296,70.3566,87500464,6358820396,-0.3012,-0.4262,72.6718,
601318.SH,中国平安,2017-11-30,70.3566,69.3365,69.6279,67.5683,67.9278,116373317,8210562529,-2.4288,-3.4521,70.5537,
601318.SH,中国平安,2017-12-01,67.9278,67.6655,68.1804,65.9751,66.1597,139304603,9600520278,-1.7681,-2.603,68.9175,
601318.SH,中国平安,2017-12-04,66.1597,65.6739,68.3456,65.4505,67.4129,115928317,8019893921,1.2532,1.8943,69.1798,
601318.SH,中国平安,2017-12-05,67.4129,66.9369,69.4628,66.8203,69.1713,169253953,11943537965,1.7584,2.6084,70.5658,
601318.SH,中国平安,2017-12-06,69.1713,68.8799,69.0742,66.0625,67.4226,124560752,8683330184,-1.7487,-2.5281,69.7116,
601318.SH,中国平安,2017-12-07,67.4226,67.374,67.8209,65.6739,66.6843,85970358,5882969802,-0.7383,-1.0951,68.4302,
601318.SH,中国平安,2017-12-08,66.6843,66.9757,69.8125,66.7037,69.4531,109563228,7706090993,2.7688,4.1521,70.3346,
601318.SH,中国平安,2017-12-11,69.4531,69.1713,71.2212,68.8022,71.1629,113992734,8230209835,1.7099,2.4619,72.1994,
601318.SH,中国平安,2017-12-12,71.1629,71.1629,71.4641,69.1422,69.1811,77790078,5624415243,-1.9819,-2.785,72.3025,
601318.SH,中国平安,2017-12-13,69.1811,69.1811,70.5509,68.1998,70.0651,86511781,6180930487,0.8841,1.2779,71.4461,
601318.SH,中国平安,2017-12-14,70.0651,70.0651,70.104,68.5884,68.9867,67618694,4821543307,-1.0784,-1.5391,71.3049,
601318.SH,中国平安,2017-12-15,68.9867,68.6759,69.4045,68.0541,68.3747,73554722,5203043803,-0.612,-0.8872,70.737,
601318.SH,中国平安,2017-12-18,68.3747,68.2095,69.8805,68.2095,68.6564,67911699,4819171120,0.2817,0.412,70.9623,
601318.SH,中国平安,2017-12-19,68.6564,68.8896,71.5321,68.6953,71.4835,127058305,9235563922,2.8271,4.1177,72.6876,
601318.SH,中国平安,2017-12-20,71.4835,71.3961,72.4647,70.9978,71.8333,93938288,6929166001,0.3497,0.4893,73.763,
601318.SH,中国平安,2017-12-21,71.8333,71.5418,73.4265,71.1241,72.7756,93470766,6973083823,0.9424,1.3119,74.6018,
601318.SH,中国平安,2017-12-22,72.7756,72.6688,73.0574,71.5321,71.911,71952658,5340481047,-0.8646,-1.1881,74.2222,
601318.SH,中国平安,2017-12-25,71.911,71.9498,73.9997,71.2795,72.047,110997896,8271645257,0.136,0.1891,74.5207,
601318.SH,中国平安,2017-12-26,72.047,71.9984,72.4356,70.8035,71.8333,83228950,6125332824,-0.2137,-0.2967,73.5962,
601318.SH,中国平安,2017-12-27,71.8333,71.3572,71.3572,68.025,68.3456,150683445,10782720389,-3.4877,-4.8553,71.5588,
601318.SH,中国平安,2017-12-28,68.3456,68.297,69.3851,67.6849,68.5787,113088642,7984386864,0.2332,0.3412,70.6029,
601318.SH,中国平安,2017-12-29,68.5787,69.0645,69.4919,67.5198,67.9861,104001801,7316476634,-0.5926,-0.8641,70.3495,
601318.SH,中国平安,2018-01-02,67.9861,68.2095,70.7257,68.1804,70.5217,123616317,8873521553,2.5356,3.7296,71.7828,
601318.SH,中国平安,2018-01-03,70.5217,71.3087,71.7944,68.1124,68.9479,179405492,12887286352,-1.5738,-2.2317,71.8333,
601318.SH,中国平安,2018-01-04,68.9479,68.9965,70.1428,68.5399,69.1519,106115784,7558632047,0.204,0.2959,71.23,
601318.SH,中国平安,2018-01-05,69.1519,69.5502,69.832,68.4427,68.8702,77207581,5478422385,-0.2817,-0.4074,70.9571,
601318.SH,中国平安,2018-01-08,68.8702,68.773,68.773,67.3449,68.0152,122872953,8582728348,-0.8549,-1.2414,69.8504,
601318.SH,中国平安,2018-01-09,68.0152,68.297,70.0263,68.0347,69.8222,123949115,8846740744,1.807,2.6568,71.374,
601318.SH,中国平安,2018-01-10,69.8222,69.5599,69.8222,68.6953,69.6765,82812301,5908131847,-0.1457,-0.2087,71.3437,
601318.SH,中国平安,2018-01-11,69.6765,69.0256,71.0366,68.977,70.58,109628895,7942591596,0.9035,1.2967,72.4498,
601318.SH,中国平安,2018-01-12,70.58,70.5897,72.3773,70.2691,72.2899,128266294,9412700286,1.7099,2.4226,73.3841,
601318.SH,中国平安,2018-01-15,72.2899,73.2031,76.2633,73.2031,75.4376,200659866,15506926306,3.1477,4.3543,77.2797,
601318.SH,中国平安,2018-01-16,75.4376,75.4667,77.2154,75.0004,75.593,150164317,11730259422,0.1554,0.2061,78.1162,
601318.SH,中国平安,2018-01-17,75.593,75.8747,77.0891,74.3203,75.1364,141357416,11007901753,-0.4566,-0.604,77.8728,
601318.SH,中国平安,2018-01-18,75.1364,76.3216,77.8275,74.8838,75.3987,207447138,16276293928,0.2623,0.3491,78.46,
601318.SH,中国平安,2018-01-19,75.3987,76.069,76.8074,74.6992,75.3793,155380912,12121952907,-0.0194,-0.0258,78.0144,
601318.SH,中国平安,2018-01-22,75.3793,74.9129,76.9434,74.8547,76.4965,121588286,9519920005,1.1172,1.4821,78.2964,
601318.SH,中国平安,2018-01-23,76.4965,78.0121,78.9641,76.0593,76.5159,191989840,15307309842,0.0194,0.0254,79.7298,
601318.SH,中国平安,2018-01-24,76.5159,76.7491,77.1766,74.2037,74.262,168914104,13089919947,-2.2539,-2.9457,77.4945,
601318.SH,中国平安,2018-01-25,74.262,73.7666,73.8249,72.6688,73.1448,123439652,9292249846,-1.1172,-1.5044,75.2777,
601318.SH,中国平安,2018-01-26,73.1448,73.1545,74.6604,73.0671,73.9317,112554650,8558720967,0.7869,1.0758,76.0406,
601318.SH,中国平安,2018-01-29,73.9317,74.4758,74.5146,70.8132,71.2698,151784351,11341796885,-2.6619,-3.6005,74.7231,
601318.SH,中国平安,2018-01-30,71.2698,70.8229,72.2413,70.7257,71.2892,86781693,6389286977,0.0194,0.0273,73.6248,
601318.SH,中国平安,2018-01-31,71.2892,70.58,73.0088,70.4537,72.9408,93472629,6959739461,1.6516,2.3167,74.4575,
601318.SH,中国平安,2018-02-01,72.9408,72.8631,73.446,71.9401,73.3294,141576291,10624480475,0.3886,0.5328,75.0442,
601318.SH,中国平安,2018-02-02,73.3294,72.7368,74.2037,72.0179,73.8443,100758337,7592895872,0.5149,0.7022,75.3575,
601318.SH,中国平安,2018-02-05,73.8443,72.2802,73.786,72.183,73.5528,94805442,7124096934,-0.2915,-0.3947,75.1444,
601318.SH,中国平安,2018-02-06,73.5528,71.7458,72.5716,70.4343,71.6681,204966683,15035748671,-1.8847,-2.5624,73.357,
601318.SH,中国平安,2018-02-07,71.6681,72.4745,72.523,68.4913,69.3462,174784083,12632931016,-2.3219,-3.2398,72.2774,
601318.SH,中国平安,2018-02-08,69.3462,68.5981,69.4628,66.422,67.0243,153010890,10664335041,-2.3219,-3.3483,69.6966,
601318.SH,中国平安,2018-02-09,67.0243,64.6053,65.0619,60.4278,62.5942,249202978,16087878594,-4.4301,-6.6097,64.5573,
601318.SH,中国平安,2018-02-12,62.5942,62.8177,63.7795,62.1765,63.1091,102961177,6677189824,0.5149,0.8226,64.8515,
601318.SH,中国平安,2018-02-13,63.1091,64.3138,66.4025,64.1778,65.1104,114795720,7736172612,2.0013,3.1712,67.3908,
601318.SH,中国平安,2018-02-14,65.1104,65.5768,67.2186,65.2853,66.9272,64650188,4399687785,1.8167,2.7902,68.0538,
601318.SH,中国平安,2018-02-22,66.9272,68.229,68.4136,67.2575,67.7821,78364999,5477772497,0.8549,1.2774,69.9008,
